Employee_ID,Full_Name,Age,Gender,Join_Date,Department,Salary,Location,Performance_Score
3070,Person_56,27.0,,01-07-2023,Marketing,55000.0,san francisco,78.0
3071,Emma Watson,29.0,Female,2017/12/23,Sales,55000.0,San Francisco,90.0
3072,Person_42,33.0,Fmale,2016/03/17,Marketing,75000.0,New York,85.0
3073,Person_23,30.0,,invalid_date,marketing,,san francisco,90.0
3074,Person_56,,,invalid_date,Sales,75000.0,New York,92.0
3075,Person_59,30.0,Fmale,2016/05/19,Marketing,62000.0,los angeles,90.0
3076,Person_28,30.0,Female,invalid_date,marketing,0.0,,88.0
3077,Person_31,30.0,Male,invalid_date,Finance,62000.0,new york,90.0
3078,Charlotte Hall,29.0,Female,22-11-2018,marketing,55000.0,Los Angeles,90.0
3079,Person_23,27.0,Male,2016-11-05,IT,55000.0,,90.0
3080,Person_33,999.0,Fmale,2016-09-20,marketing,70000.0,new york,92.0
3081,Person_50,29.0,Male,invalid_date,IT,70000.0,san francisco,
3082,Person_40,,,19-09-2019,Marketing,,New York,
3083,Person_28,29.0,,invalid_date,Marketing,67000.0,Los Angeles,88.0
3084,Isabella Garcia,25.0,,2016-09-07,Marketing,75000.0,New York,88.0
3085,Noah Wilson,33.0,Male,invalid_date,Finance,67000.0,san francisco,78.0
3086,Person_35,29.0,,invalid_date,marketing,75000.0,san francisco,78.0
3087,James Lee,27.0,Fmale,invalid_date,HR,75000.0,Los Angeles,90.0
3088,Aiden Green,30.0,Fmale,invalid_date,Marketing,70000.0,Los Angeles,
3089,Person_44,45.0,Fmale,invalid_date,HR,70000.0,Los Angeles,78.0
3090,Person_54,999.0,,invalid_date,Finance,75000.0,San Francisco,88.0
3091,Person_21,27.0,Female,2024-02-29,marketing,70000.0,New York,88.0
3092,Person_53,,Fmale,06-03-2015,marketing,0.0,,
3093,Aiden Green,25.0,,invalid_date,Sales,,san francisco,90.0
3094,Person_39,29.0,Male,invalid_date,Marketing,,Los Angeles,92.0
3095,Person_54,27.0,Male,invalid_date,HR,67000.0,los angeles,88.0
3096,Person_38,33.0,Fmale,17-07-2015,Finance,75000.0,new york,88.0
3097,Abigail King,45.0,Male,invalid_date,HR,55000.0,New York,
3098,Person_32,25.0,Fmale,invalid_date,HR,55000.0,new york,90.0
3099,Person_22,,Female,2023-06-23,marketing,55000.0,,90.0
3100,Person_47,,Fmale,04-08-2019,IT,0.0,new york,88.0
3101,Person_43,25.0,,2022/10/27,Finance,0.0,,85.0
3102,Person_53,30.0,,2016/10/26,IT,62000.0,san francisco,92.0
3103,Person_43,29.0,Male,invalid_date,IT,,San Francisco,85.0
3104,Charlotte Hall,,Female,31-01-2024,marketing,55000.0,,85.0
3105,Person_60,,,2018-01-28,Marketing,55000.0,,92.0
3106,Person_29,33.0,Male,invalid_date,Marketing,,los angeles,90.0
3107,Person_41,30.0,Male,01-07-2022,marketing,55000.0,,78.0
3108,Person_28,30.0,Female,invalid_date,Sales,67000.0,New York,92.0
3109,Person_44,25.0,Female,07-01-2024,Sales,55000.0,New York,78.0
3110,Person_23,33.0,Fmale,invalid_date,HR,75000.0,New York,78.0
3111,John Smith,45.0,Male,invalid_date,Finance,,Los Angeles,85.0
3112,Person_57,30.0,Male,24-09-2015,marketing,67000.0,los angeles,
3113,Person_21,999.0,Fmale,invalid_date,Marketing,55000.0,Los Angeles,78.0
3114,Person_53,30.0,Female,2018-04-02,marketing,75000.0,New York,88.0
3115,Person_46,25.0,Male,invalid_date,Marketing,55000.0,san francisco,78.0
3116,Person_33,29.0,Fmale,invalid_date,IT,0.0,new york,78.0
3117,Person_30,25.0,,invalid_date,HR,62000.0,,92.0
3118,Person_33,999.0,,2022/03/06,Finance,,New York,88.0
3119,Amelia Lewis,45.0,,invalid_date,IT,70000.0,san francisco,78.0
3120,Person_23,30.0,Fmale,08-09-2021,Sales,55000.0,,92.0
3121,Person_52,45.0,Male,2022/07/20,Sales,55000.0,New York,
3122,Person_38,33.0,,2015-07-05,Marketing,75000.0,,88.0
3123,Isabella Garcia,27.0,Male,invalid_date,marketing,0.0,,85.0
3124,Person_41,27.0,,11-04-2015,Sales,67000.0,los angeles,90.0
3125,Person_21,45.0,Fmale,invalid_date,Marketing,55000.0,san francisco,88.0
3126,Lucas Martin,,Fmale,2022-09-12,IT,70000.0,Los Angeles,
3127,Abigail King,27.0,Female,28-06-2016,IT,,san francisco,92.0
3128,Person_43,999.0,Fmale,2024-06-06,Sales,67000.0,san francisco,85.0
3129,Person_39,999.0,,2015/12/28,marketing,55000.0,new york,92.0
3130,Person_30,999.0,Male,invalid_date,HR,75000.0,,78.0
3131,Person_23,29.0,,invalid_date,Finance,,san francisco,90.0
3132,Harper Wright,27.0,Fmale,30-07-2015,marketing,62000.0,San Francisco,
3133,Person_50,33.0,Female,16-12-2019,HR,55000.0,san francisco,88.0
3134,Person_39,45.0,Fmale,invalid_date,marketing,75000.0,san francisco,88.0
3135,Person_28,,Female,invalid_date,Finance,75000.0,new york,92.0
3136,Person_42,,Female,2014/08/22,Marketing,,new york,85.0
3137,Person_37,29.0,,invalid_date,marketing,75000.0,new york,78.0
3138,Person_56,,Male,invalid_date,marketing,67000.0,new york,
3139,Person_21,33.0,Male,16-12-2020,Finance,75000.0,san francisco,88.0
3140,Person_54,25.0,Female,09-10-2018,Finance,,,85.0
3141,Person_30,33.0,Female,2015-11-14,HR,70000.0,San Francisco,88.0
3142,Person_47,,Fmale,invalid_date,Marketing,55000.0,New York,
3143,Person_23,33.0,Fmale,2018-09-08,HR,67000.0,san francisco,
3144,Isabella Garcia,33.0,Female,invalid_date,Sales,67000.0,Los Angeles,90.0
3145,Person_45,29.0,Male,15-11-2016,Finance,70000.0,los angeles,90.0
3146,Emma Watson,999.0,,invalid_date,Finance,,Los Angeles,85.0
3147,Sophia Adams,25.0,,invalid_date,Marketing,0.0,San Francisco,90.0
3148,Mason Young,999.0,Fmale,invalid_date,HR,55000.0,Los Angeles,88.0
3149,Aiden Green,33.0,Male,invalid_date,Marketing,55000.0,,
3150,Isabella Garcia,29.0,Male,24-04-2015,Sales,75000.0,Los Angeles,85.0
3151,Olivia Davis,,Female,2015/05/04,Sales,67000.0,new york,92.0
3152,Person_52,,,invalid_date,marketing,62000.0,,85.0
3153,Person_32,25.0,Female,invalid_date,marketing,0.0,New York,88.0
3154,Person_54,30.0,Female,invalid_date,Marketing,,san francisco,90.0
3155,Person_38,45.0,,16-06-2020,Sales,70000.0,san francisco,
3156,Isabella Garcia,25.0,Male,invalid_date,HR,62000.0,Los Angeles,90.0
3157,Ethan Clark,25.0,Fmale,invalid_date,Marketing,70000.0,new york,90.0
3158,Person_54,45.0,,2022/09/09,IT,,san francisco,78.0
3159,Person_45,25.0,Fmale,2024-02-22,Finance,67000.0,,85.0
3160,Person_59,45.0,Fmale,2017/12/26,marketing,55000.0,san francisco,92.0
3161,Person_40,999.0,Male,2024-04-06,Sales,0.0,new york,78.0
3162,Person_28,33.0,Fmale,invalid_date,Sales,55000.0,new york,78.0
3163,James Lee,33.0,Female,26-06-2019,Marketing,67000.0,new york,
3164,Abigail King,30.0,Male,invalid_date,Sales,,new york,88.0
3165,Person_23,29.0,Male,24-11-2017,Marketing,67000.0,San Francisco,85.0
3166,Person_55,,Male,invalid_date,marketing,70000.0,los angeles,88.0
3167,Person_43,30.0,Fmale,01-01-2016,HR,,,88.0
3168,Person_44,25.0,Female,invalid_date,Finance,75000.0,los angeles,90.0
3169,Ava Miller,45.0,,invalid_date,Sales,67000.0,New York,90.0
3170,Person_35,25.0,Fmale,invalid_date,Sales,67000.0,,92.0
3171,Olivia Davis,999.0,Fmale,invalid_date,marketing,55000.0,new york,78.0
3172,Ava Miller,33.0,Fmale,10-02-2020,Marketing,67000.0,new york,78.0
3173,Person_45,999.0,,invalid_date,HR,62000.0,Los Angeles,78.0
3174,Person_54,25.0,,invalid_date,Finance,55000.0,los angeles,
3175,Person_59,25.0,Fmale,2021/12/20,marketing,67000.0,New York,88.0
3176,Person_40,999.0,,2024/07/02,HR,70000.0,san francisco,90.0
3177,Person_53,33.0,Female,2021/09/08,Finance,62000.0,New York,90.0
3178,Person_54,29.0,,invalid_date,marketing,,,92.0
3179,Person_24,,Fmale,invalid_date,IT,,New York,92.0
3180,John Smith,27.0,Female,invalid_date,Marketing,70000.0,New York,92.0
3181,Aiden Green,33.0,Fmale,invalid_date,HR,0.0,san francisco,
3182,Ethan Clark,30.0,Fmale,2017-11-13,marketing,55000.0,los angeles,78.0
3183,Person_55,,Female,2016/10/17,Finance,62000.0,New York,92.0
3184,James Lee,27.0,Fmale,invalid_date,Finance,70000.0,Los Angeles,85.0
3185,Sophia Adams,30.0,,2017-01-03,marketing,0.0,San Francisco,88.0
3186,Person_31,45.0,Male,invalid_date,IT,0.0,San Francisco,90.0
3187,Person_45,27.0,Male,2022/04/09,Finance,67000.0,los angeles,90.0
3188,Mason Young,30.0,Male,03-05-2019,HR,55000.0,Los Angeles,90.0
3189,Person_29,999.0,Male,invalid_date,Sales,62000.0,,88.0
3190,Isabella Garcia,25.0,Male,2017-08-31,IT,70000.0,,88.0
3191,Person_60,29.0,,invalid_date,Marketing,67000.0,new york,85.0
3192,Person_21,30.0,Male,invalid_date,Sales,75000.0,new york,
3193,Mason Young,45.0,Female,2021-12-25,Sales,67000.0,los angeles,90.0
3194,Charlotte Hall,,Fmale,invalid_date,Sales,55000.0,San Francisco,
3195,Person_43,,Fmale,invalid_date,Sales,0.0,Los Angeles,90.0
3196,Noah Wilson,45.0,Male,2019-07-04,marketing,67000.0,New York,90.0
3197,Person_46,33.0,Fmale,invalid_date,Marketing,55000.0,los angeles,88.0
3198,Amelia Lewis,25.0,Fmale,invalid_date,marketing,,San Francisco,88.0
3199,Lucas Martin,27.0,Male,2022-06-10,Sales,75000.0,New York,90.0
3200,Isabella Garcia,999.0,,2022-11-10,Finance,,New York,85.0
3201,Logan Allen,30.0,Female,2015-05-04,Sales,70000.0,new york,92.0
3202,Person_48,999.0,Male,2014-08-23,Finance,,,78.0
3203,Mason Young,999.0,Fmale,2019/09/22,Sales,,los angeles,92.0
3204,Person_59,30.0,Fmale,2020/01/02,marketing,75000.0,New York,78.0
3205,Person_34,33.0,Female,invalid_date,IT,0.0,New York,90.0
3206,Person_41,25.0,,2023-08-13,Finance,62000.0,san francisco,90.0
3207,Person_29,25.0,Male,2024-01-11,IT,67000.0,new york,
3208,John Smith,29.0,,invalid_date,Sales,55000.0,new york,78.0
3209,James Lee,25.0,Female,2018-04-17,Marketing,62000.0,san francisco,85.0
3210,Person_24,29.0,,2022/10/04,HR,75000.0,Los Angeles,78.0
3211,Person_42,30.0,Female,2018-01-11,Marketing,,New York,92.0
3212,Person_29,999.0,Female,invalid_date,Sales,62000.0,Los Angeles,88.0
3213,Olivia Davis,45.0,Fmale,invalid_date,marketing,70000.0,New York,88.0
3214,Person_21,45.0,Male,08-04-2021,HR,,New York,88.0
3215,Liam Brown,29.0,,2018/10/23,Marketing,62000.0,los angeles,78.0
3216,Person_33,,,invalid_date,marketing,70000.0,Los Angeles,92.0
3217,Person_57,45.0,,21-06-2022,HR,55000.0,New York,92.0
3218,Person_24,999.0,,invalid_date,marketing,67000.0,,88.0
3219,Person_37,33.0,,invalid_date,HR,62000.0,new york,92.0
3220,Person_22,29.0,Male,invalid_date,HR,70000.0,new york,92.0
3221,Person_33,25.0,Fmale,invalid_date,Finance,67000.0,Los Angeles,
3222,Abigail King,25.0,Female,23-09-2017,HR,70000.0,san francisco,92.0
3223,Isabella Garcia,29.0,Male,invalid_date,Finance,70000.0,san francisco,
3224,Person_25,27.0,Female,invalid_date,marketing,0.0,,
3225,Logan Allen,999.0,Female,invalid_date,marketing,67000.0,new york,
3226,Elijah Scott,25.0,Fmale,27-06-2016,Finance,,,88.0
3227,Ethan Clark,,,invalid_date,HR,55000.0,New York,90.0
3228,Elijah Scott,,Male,2024/07/24,Marketing,62000.0,los angeles,88.0
3229,Person_23,25.0,Fmale,18-08-2017,Sales,0.0,los angeles,78.0
3230,Amelia Lewis,27.0,Female,invalid_date,HR,55000.0,New York,78.0
3231,Person_56,45.0,,invalid_date,IT,0.0,San Francisco,90.0
3232,Person_27,30.0,,invalid_date,Sales,75000.0,san francisco,78.0
3233,Person_23,,Female,invalid_date,Finance,0.0,New York,
3234,Person_55,29.0,,2018/09/21,HR,0.0,san francisco,92.0
3235,Person_55,30.0,Female,invalid_date,Finance,0.0,,90.0
3236,Person_22,27.0,Fmale,invalid_date,Finance,62000.0,,88.0
3237,Person_60,,,08-02-2020,IT,62000.0,,88.0
3238,Logan Allen,,,11-12-2014,HR,55000.0,New York,90.0
3239,Lucas Martin,30.0,,2015/10/25,IT,62000.0,los angeles,88.0
3240,Person_53,45.0,Female,invalid_date,Finance,75000.0,New York,85.0
3241,Person_43,25.0,,26-07-2016,Sales,0.0,New York,78.0
3242,Person_27,30.0,Male,2016-12-09,Sales,75000.0,Los Angeles,90.0
3243,James Lee,30.0,Female,invalid_date,Sales,75000.0,,78.0
3244,Person_49,27.0,Female,2015/10/17,IT,55000.0,New York,90.0
3245,Person_44,999.0,Male,2019-09-11,Finance,,los angeles,85.0
3246,Charlotte Hall,29.0,Fmale,invalid_date,Sales,67000.0,San Francisco,
3247,Person_41,27.0,,08-03-2024,Finance,70000.0,san francisco,
3248,Logan Allen,,,invalid_date,Finance,62000.0,Los Angeles,
3249,Person_50,999.0,Female,invalid_date,Sales,55000.0,Los Angeles,85.0
3250,Person_24,29.0,Male,invalid_date,marketing,,San Francisco,78.0
3251,James Lee,999.0,Female,invalid_date,HR,0.0,San Francisco,78.0
3252,Lucas Martin,25.0,Fmale,2019-12-25,Marketing,62000.0,los angeles,85.0
3253,Person_37,25.0,,invalid_date,Sales,75000.0,new york,
3254,Mason Young,999.0,Female,2017-07-10,marketing,75000.0,san francisco,
3255,Charlotte Hall,45.0,Male,2017/10/05,Marketing,70000.0,,90.0
3256,Emma Watson,,Fmale,invalid_date,Marketing,55000.0,New York,78.0
3257,Person_31,30.0,Male,invalid_date,Marketing,67000.0,los angeles,78.0
3258,Person_48,30.0,Female,invalid_date,Marketing,0.0,New York,90.0
3259,Mia Johnson,,Female,2021/03/31,Finance,,Los Angeles,
3260,Harper Wright,,Male,18-08-2014,marketing,55000.0,Los Angeles,78.0
3261,Person_35,30.0,Female,invalid_date,IT,0.0,san francisco,
3262,Person_41,45.0,Female,2021/08/20,Finance,67000.0,,90.0
3263,Ava Miller,,,2018/11/16,IT,,Los Angeles,88.0
3264,Person_51,29.0,,invalid_date,Sales,75000.0,New York,90.0
3265,Harper Wright,27.0,,10-12-2015,Sales,62000.0,San Francisco,92.0
3266,Person_60,25.0,,2023-12-05,HR,70000.0,los angeles,78.0
3267,Elijah Scott,33.0,Male,2014-12-20,marketing,55000.0,San Francisco,85.0
3268,Person_43,999.0,Female,2020-11-19,Sales,70000.0,san francisco,78.0
3269,Person_34,33.0,Female,2022/12/09,IT,75000.0,San Francisco,78.0
3270,Person_45,,,invalid_date,marketing,,,85.0
3271,Person_40,25.0,Female,invalid_date,marketing,0.0,Los Angeles,
3272,Person_56,999.0,Male,invalid_date,Marketing,,san francisco,85.0
3273,Person_54,25.0,Female,invalid_date,IT,67000.0,new york,
3274,Person_46,999.0,,invalid_date,Sales,70000.0,,90.0
3275,Person_33,29.0,Fmale,2023-07-16,marketing,62000.0,New York,92.0
3276,Amelia Lewis,33.0,,invalid_date,Finance,0.0,los angeles,
3277,Person_48,29.0,Female,2023-09-03,HR,67000.0,los angeles,88.0
3278,Person_25,45.0,,2023/05/07,Sales,62000.0,,
3279,Ethan Clark,45.0,Fmale,invalid_date,HR,0.0,san francisco,90.0
3280,Person_53,,Male,22-06-2019,marketing,75000.0,new york,78.0
3281,Person_36,999.0,Male,2023/07/06,IT,62000.0,san francisco,92.0
3282,Person_50,33.0,Female,06-04-2022,HR,70000.0,san francisco,78.0
3283,Olivia Davis,999.0,Female,2016-09-28,HR,70000.0,new york,90.0
3284,Person_25,30.0,Male,2019-09-25,marketing,0.0,San Francisco,90.0
3285,Person_38,45.0,,invalid_date,Finance,55000.0,new york,88.0
3286,Ethan Clark,45.0,,2021/11/15,marketing,67000.0,New York,85.0
3287,Person_37,45.0,Male,14-03-2017,Finance,,new york,88.0
3288,Person_37,,Female,invalid_date,IT,62000.0,los angeles,85.0
3289,Person_24,27.0,Fmale,2022-01-21,HR,70000.0,new york,92.0
3290,Person_35,45.0,Male,11-10-2020,IT,62000.0,Los Angeles,90.0
3291,Olivia Davis,33.0,,05-06-2019,Finance,67000.0,new york,92.0
3292,Person_55,45.0,Female,invalid_date,Marketing,75000.0,san francisco,88.0
3293,Ethan Clark,29.0,Male,invalid_date,marketing,,new york,90.0
3294,Person_55,27.0,Female,27-03-2020,Marketing,0.0,San Francisco,92.0
3295,Person_44,999.0,,2020/02/13,marketing,0.0,los angeles,
3296,Person_57,27.0,Fmale,20-11-2016,Finance,70000.0,New York,92.0
3297,Person_53,,Male,invalid_date,IT,55000.0,san francisco,85.0
3298,Person_35,25.0,,invalid_date,IT,62000.0,New York,85.0
3299,Person_23,999.0,Male,invalid_date,IT,55000.0,los angeles,78.0
3300,Person_43,33.0,Female,2017/05/07,IT,55000.0,los angeles,88.0
3301,Person_54,29.0,Male,15-05-2017,marketing,70000.0,,78.0
3302,Mason Young,33.0,,2023/03/08,IT,75000.0,San Francisco,90.0
3303,Lucas Martin,33.0,Male,2022-12-20,IT,70000.0,san francisco,
3304,Ethan Clark,27.0,Male,2021-05-30,Sales,,New York,88.0
3305,Person_49,999.0,,invalid_date,IT,62000.0,San Francisco,
3306,Person_56,45.0,Female,13-01-2016,Sales,67000.0,Los Angeles,88.0
3307,Person_54,27.0,Female,invalid_date,IT,67000.0,,78.0
3308,Person_56,25.0,Male,invalid_date,IT,55000.0,san francisco,
3309,Person_57,999.0,Female,invalid_date,Sales,75000.0,San Francisco,90.0
3310,Person_36,27.0,Male,07-03-2015,Finance,70000.0,New York,90.0
3311,Person_44,999.0,Female,2024-02-26,Sales,55000.0,,78.0
3312,Person_23,27.0,,invalid_date,Marketing,62000.0,Los Angeles,85.0
3313,Person_52,45.0,,2022/04/17,Finance,75000.0,,88.0
3314,Amelia Lewis,,Female,2019/10/19,marketing,,san francisco,90.0
3315,Isabella Garcia,45.0,Male,2016-05-05,Sales,67000.0,,90.0
3316,John Smith,33.0,Fmale,invalid_date,IT,55000.0,New York,88.0
3317,James Lee,45.0,Fmale,2016/06/06,IT,67000.0,new york,88.0
3318,Person_47,33.0,Female,2017-07-04,Marketing,75000.0,Los Angeles,85.0
3319,Person_46,,Female,invalid_date,Finance,62000.0,new york,92.0
3320,Person_21,45.0,Female,invalid_date,marketing,62000.0,San Francisco,92.0
3321,Person_57,29.0,Male,14-06-2016,Finance,62000.0,los angeles,78.0
3322,Person_52,45.0,,20-05-2021,Sales,0.0,new york,88.0
3323,Person_36,45.0,,invalid_date,HR,55000.0,san francisco,78.0
3324,Aiden Green,25.0,Female,17-05-2015,Sales,55000.0,Los Angeles,
3325,Person_60,33.0,Male,invalid_date,Marketing,0.0,new york,90.0
3326,Abigail King,27.0,Male,invalid_date,Finance,,San Francisco,92.0
3327,Person_48,25.0,Male,invalid_date,Sales,0.0,,78.0
3328,Person_43,,Fmale,23-12-2017,IT,,new york,90.0
3329,Person_59,25.0,Female,invalid_date,Sales,0.0,,90.0
3330,Person_56,45.0,,invalid_date,Finance,55000.0,New York,88.0
3331,John Smith,29.0,Female,invalid_date,HR,70000.0,New York,90.0
3332,Person_56,30.0,Fmale,01-01-2015,marketing,70000.0,los angeles,78.0
3333,Person_54,30.0,,invalid_date,Finance,55000.0,san francisco,85.0
3334,Person_30,27.0,Female,invalid_date,Marketing,55000.0,New York,78.0
3335,Person_28,30.0,Female,invalid_date,Finance,67000.0,Los Angeles,85.0
3336,Person_48,30.0,Male,invalid_date,marketing,75000.0,,90.0
3337,Amelia Lewis,,Male,invalid_date,HR,55000.0,los angeles,85.0
3338,Person_25,33.0,Male,invalid_date,Sales,,,88.0
3339,Harper Wright,33.0,Fmale,invalid_date,Sales,70000.0,San Francisco,85.0
3340,James Lee,25.0,Female,invalid_date,Finance,0.0,san francisco,78.0
3341,Amelia Lewis,30.0,,2019/06/28,marketing,,New York,78.0
3342,Person_23,30.0,,2023-11-24,HR,75000.0,San Francisco,
3343,Noah Wilson,25.0,Female,invalid_date,Sales,0.0,new york,92.0
3344,Person_42,25.0,Fmale,invalid_date,Marketing,55000.0,new york,78.0
3345,Person_55,45.0,Male,2019/04/27,marketing,70000.0,San Francisco,85.0
3346,Person_29,30.0,Female,invalid_date,marketing,62000.0,Los Angeles,78.0
3347,Person_33,999.0,,invalid_date,Sales,67000.0,New York,
3348,Person_28,999.0,,invalid_date,Finance,55000.0,Los Angeles,90.0
3349,Lucas Martin,999.0,Fmale,invalid_date,Sales,70000.0,,
3350,Person_28,25.0,Fmale,14-03-2022,Finance,75000.0,,88.0
3351,Person_50,33.0,Female,2018-04-15,Finance,0.0,new york,90.0
3352,Person_23,33.0,,24-11-2018,Finance,,,78.0
3353,Person_46,27.0,Female,2018/03/07,Finance,67000.0,,78.0
3354,Person_22,,Fmale,invalid_date,Finance,67000.0,san francisco,90.0
3355,Person_29,45.0,Male,16-06-2023,Finance,,los angeles,85.0
3356,Elijah Scott,999.0,Female,invalid_date,Marketing,75000.0,los angeles,92.0
3357,Person_47,,Male,2021/06/12,marketing,70000.0,los angeles,88.0
3358,Lucas Martin,45.0,,23-04-2015,HR,67000.0,los angeles,78.0
3359,Person_35,33.0,,invalid_date,marketing,62000.0,los angeles,
3360,Person_23,27.0,,2014-08-16,Sales,70000.0,,88.0
3361,Harper Wright,33.0,,invalid_date,Marketing,67000.0,San Francisco,
3362,Person_44,45.0,Female,invalid_date,Marketing,0.0,New York,90.0
3363,Person_35,,Fmale,invalid_date,marketing,67000.0,san francisco,88.0
3364,Noah Wilson,25.0,,invalid_date,IT,,new york,88.0
3365,Ethan Clark,,Male,invalid_date,HR,75000.0,New York,78.0
3366,Ethan Clark,45.0,Male,07-05-2017,Marketing,,san francisco,85.0
3367,Noah Wilson,30.0,Male,2016/09/06,Finance,55000.0,San Francisco,88.0
3368,Person_27,45.0,Fmale,2022/09/17,IT,0.0,San Francisco,92.0
3369,John Smith,30.0,Male,16-04-2017,Marketing,,New York,78.0
3370,Person_35,25.0,,invalid_date,Finance,,San Francisco,90.0
3371,Person_60,27.0,Female,invalid_date,marketing,75000.0,new york,90.0
